AGE,SEX,SCHOOL_AGED,SCHOOL_LEVEL,BURGERS_EATEN,RESTAURANTS_VISITED,CLASSIFICATION,STATE,COUNTY,COUNTY_CODE
48,FEMALE,False,NOT,69,15,1,VA,Portsmouth,51740
34,FEMALE,False,NOT,46,8,1,VA,Tazewell,51185
71,MALE,False,NOT,36,6,1,VA,Montgomery,51121
63,FEMALE,False,NOT,10,7,1,VA,Albemarle,51003
77,FEMALE,False,NOT,1,2,0,VA,Richmond City,51760
39,MALE,False,NOT,10,6,0,VA,Lynchburg,51680
48,MALE,False,NOT,5,17,1,VA,Lynchburg,51680
4,MALE,True,NOT,37,4,1,VA,Richmond City,51760
16,MALE,True,HS,1,7,0,VA,Richmond City,51760
46,FEMALE,False,NOT,56,9,1,VA,Pittsylvania,51143
55,MALE,False,NOT,33,5,0,VA,Mecklenburg,51117
34,FEMALE,False,NOT,45,10,1,VA,Rockingham,51165
43,MALE,False,NOT,89,6,1,VA,Hampton,51650
28,MALE,False,NOT,45,18,1,NC,Wake,37183
34,FEMALE,False,NOT,3,10,1,VA,Hampton,51650
18,FEMALE,True,HS,21,1,0,VA,Hampton,51650
74,FEMALE,False,NOT,3,16,0,VA,Rockingham,51165
49,FEMALE,False,NOT,4,6,0,VA,Manassas,51683
40,FEMALE,False,NOT,15,4,0,VA,Norfolk,51710
17,MALE,True,HS,70,19,1,VA,Albemarle,51003
37,MALE,False,NOT,16,1,1,VA,Washington,51191
15,FEMALE,True,HS,4,16,0,VA,Goochland,51075
51,MALE,False,NOT,28,14,1,VA,Virginia Beach,51810
49,MALE,False,NOT,56,10,1,VA,Newport News,51700
36,MALE,False,NOT,28,9,1,VA,Alexandria,51510
25,MALE,False,NOT,7,5,0,NC,Guilford,37081
95,FEMALE,False,NOT,31,16,1,VA,Manassas,51683
25,MALE,False,NOT,4,11,0,VA,Wise,51195
41,FEMALE,False,NOT,13,17,1,VA,Powhatan,51145
64,FEMALE,False,NOT,33,8,1,NC,Durham,37063
31,FEMALE,False,NOT,11,19,1,VA,Roanoke City,51770
76,FEMALE,False,NOT,8,2,1,VA,Pittsylvania,51143
18,FEMALE,True,HS,10,5,1,VA,Mecklenburg,51117
12,FEMALE,True,MS,33,6,0,VA,Mecklenburg,51117
49,MALE,False,NOT,1,14,0,VA,Roanoke,51161
30,MALE,False,NOT,34,4,0,MD,Baltimore,24005
73,FEMALE,False,NOT,56,1,1,VA,Hanover,51085
16,FEMALE,True,HS,50,16,0,VA,Pulaski,51155
38,FEMALE,False,NOT,12,14,0,VA,Goochland,51075
69,FEMALE,False,NOT,16,6,1,VA,Norfolk,51710
22,FEMALE,True,CL,6,5,1,VA,Frederick,51069
46,FEMALE,False,NOT,8,4,1,VA,Lynchburg,51680
11,MALE,True,MS,15,6,0,MD,Anne Arundel,24003
17,MALE,True,HS,30,8,1,VA,Hanover,51085
47,MALE,False,NOT,49,15,1,VA,Pittsylvania,51143
18,MALE,True,HS,10,12,0,VA,Hanover,51085
45,MALE,False,NOT,15,1,0,VA,Virginia Beach,51810
20,FEMALE,True,CL,14,1,0,MD,Prince Georges,24033
66,MALE,False,NOT,11,8,1,VA,Wise,51195
38,FEMALE,False,NOT,50,10,1,VA,Virginia Beach,51810
42,MALE,False,NOT,37,1,1,VA,Bedford,51019
45,MALE,False,NOT,60,16,1,VA,Wythe,51197
28,FEMALE,False,NOT,27,5,1,VA,Montgomery,51121
58,FEMALE,False,NOT,12,2,1,VA,Charlottesville,51540
72,MALE,False,NOT,8,3,1,VA,Albemarle,51003
28,MALE,False,NOT,1,13,1,MD,Anne Arundel,24003
39,FEMALE,False,NOT,9,19,1,VA,Prince William,51153
23,MALE,False,CL,6,3,0,VA,Arlington,51013
4,FEMALE,True,NOT,42,2,1,VA,Powhatan,51145
29,MALE,False,NOT,46,11,0,VA,Chesterfield,51041
66,FEMALE,False,NOT,7,6,1,VA,Portsmouth,51740
41,FEMALE,False,NOT,21,14,0,VA,Montgomery,51121
11,FEMALE,True,MS,9,8,0,VA,Loudoun,51107
52,MALE,False,NOT,59,3,1,NC,Durham,37063
64,FEMALE,False,NOT,11,4,1,NC,Guilford,37081
26,MALE,False,NOT,25,5,1,VA,Loudoun,51107
8,MALE,True,ES,74,9,0,NC,Mecklenburg,37119
29,MALE,False,NOT,40,10,0,NC,Wake,37183
59,FEMALE,False,NOT,25,17,1,VA,Roanoke,51161
24,MALE,False,NOT,21,25,1,VA,Russell,51167
33,FEMALE,False,NOT,5,5,1,MD,Montgomery,24031
49,FEMALE,False,NOT,16,7,0,VA,Norfolk,51710
31,MALE,False,NOT,25,8,1,NC,Forsyth,37067
37,FEMALE,False,NOT,40,16,1,NC,Wake,37183
59,FEMALE,False,NOT,15,11,1,VA,Montgomery,51121
18,FEMALE,True,HS,33,9,1,NC,Forsyth,37067
3,MALE,True,NOT,13,2,0,VA,Norfolk,51710
30,FEMALE,False,NOT,50,10,1,VA,Goochland,51075
32,FEMALE,False,NOT,35,4,1,VA,Fairfax,51059
52,MALE,False,NOT,42,8,1,VA,Virginia Beach,51810
45,FEMALE,False,NOT,76,11,0,VA,Wise,51195
24,FEMALE,False,NOT,57,12,1,VA,Washington,51191
17,FEMALE,True,HS,7,3,1,VA,Frederick,51069
51,MALE,False,NOT,25,7,1,MD,Howard,24027
7,FEMALE,True,ES,60,5,1,VA,Norfolk,51710
26,FEMALE,False,NOT,40,3,1,VA,Newport News,51700
14,MALE,True,HS,5,7,1,VA,Richmond City,51760
22,FEMALE,True,CL,9,9,0,VA,Goochland,51075
11,FEMALE,True,MS,30,5,0,VA,Hanover,51085
15,FEMALE,True,HS,30,4,0,VA,Pittsylvania,51143
18,FEMALE,True,HS,13,11,0,VA,Bedford,51019
57,MALE,False,NOT,43,20,0,VA,Virginia Beach,51810
27,MALE,False,NOT,16,8,0,VA,Washington,51191
25,MALE,False,NOT,49,23,1,NC,Guilford,37081
27,FEMALE,False,NOT,18,11,0,VA,Virginia Beach,51810
60,FEMALE,False,NOT,34,5,1,VA,Mecklenburg,51117
17,FEMALE,True,HS,11,3,0,VA,Falls Church,51610
56,FEMALE,False,NOT,46,6,1,VA,Chesapeake,51550
57,MALE,False,NOT,57,11,1,VA,Charlottesville,51540
61,MALE,False,NOT,10,1,1,VA,Hampton,51650
15,FEMALE,True,HS,40,3,0,VA,Tazewell,51185
11,MALE,True,MS,43,5,0,VA,Augusta,51015
29,MALE,False,NOT,20,5,0,VA,Richmond City,51760
51,MALE,False,NOT,59,3,0,VA,Newport News,51700
19,MALE,True,CL,6,8,0,VA,Campbell,51031
7,MALE,True,ES,71,2,0,VA,Arlington,51013
40,FEMALE,False,NOT,51,17,1,VA,Norfolk,51710
19,FEMALE,True,CL,12,8,1,MD,Montgomery,24031
54,MALE,False,NOT,59,22,1,VA,Hanover,51085
64,MALE,False,NOT,66,9,1,VA,Virginia Beach,51810
20,MALE,True,CL,49,12,1,VA,Fauquier,51061
25,MALE,False,NOT,31,8,1,VA,Chesapeake,51550
29,FEMALE,False,NOT,22,11,0,VA,Montgomery,51121
50,MALE,False,NOT,48,12,1,VA,Virginia Beach,51810
29,MALE,False,NOT,20,13,0,VA,Portsmouth,51740
73,MALE,False,NOT,28,4,0,VA,Tazewell,51185
20,FEMALE,True,CL,10,4,0,VA,Chesterfield,51041
49,MALE,False,NOT,8,12,1,VA,Manassas,51683
69,MALE,False,NOT,27,2,0,VA,Prince William,51153
44,MALE,False,NOT,23,5,0,VA,Goochland,51075
22,MALE,True,CL,74,1,1,VA,Augusta,51015
5,MALE,True,ES,66,4,0,VA,Pittsylvania,51143
63,MALE,False,NOT,7,1,1,VA,Arlington,51013
34,FEMALE,False,NOT,41,3,1,VA,Roanoke,51161
30,FEMALE,False,NOT,48,6,1,VA,Wythe,51197
90,MALE,False,NOT,20,2,0,VA,Fauquier,51061
58,FEMALE,False,NOT,37,3,1,VA,Augusta,51015
44,MALE,False,NOT,132,20,1,VA,Russell,51167
38,FEMALE,False,NOT,20,15,0,VA,Russell,51167
49,MALE,False,NOT,1,15,1,VA,Henrico,51087
27,MALE,False,NOT,72,9,1,VA,Norfolk,51710
15,FEMALE,True,HS,32,5,0,VA,Norfolk,51710
61,FEMALE,False,NOT,35,11,1,VA,Prince William,51153
42,MALE,False,NOT,77,4,1,VA,Newport News,51700
20,MALE,True,CL,6,12,0,VA,Lynchburg,51680
47,MALE,False,NOT,62,3,1,VA,Rockingham,51165
11,FEMALE,True,MS,19,3,0,VA,Fauquier,51061
63,FEMALE,False,NOT,1,4,0,VA,Bedford,51019
67,FEMALE,False,NOT,63,2,0,NC,Durham,37063
44,MALE,False,NOT,24,13,0,VA,Prince William,51153
19,FEMALE,True,CL,52,9,1,VA,Prince William,51153
17,FEMALE,True,HS,66,3,1,VA,Pulaski,51155
56,MALE,False,NOT,44,22,1,VA,Goochland,51075
60,FEMALE,False,NOT,10,1,1,NC,Wake,37183
83,FEMALE,False,NOT,21,7,0,VA,Lynchburg,51680
42,MALE,False,NOT,23,7,1,VA,Russell,51167
30,FEMALE,False,NOT,14,8,1,VA,Washington,51191
37,MALE,False,NOT,15,2,0,VA,Arlington,51013
30,FEMALE,False,NOT,44,8,1,VA,Loudoun,51107
16,MALE,True,HS,7,10,0,VA,Mecklenburg,51117
49,MALE,False,NOT,11,3,0,VA,Hampton,51650
39,MALE,False,NOT,39,3,1,NC,Guilford,37081
55,MALE,False,NOT,52,3,1,VA,Goochland,51075
32,FEMALE,False,NOT,57,4,0,VA,Powhatan,51145
29,MALE,False,NOT,65,4,1,VA,Wise,51195
62,MALE,False,NOT,15,5,1,VA,Alexandria,51510
32,MALE,False,NOT,7,16,0,VA,Virginia Beach,51810
24,FEMALE,False,NOT,15,1,0,VA,Powhatan,51145
52,MALE,False,NOT,6,1,0,VA,Prince William,51153
40,MALE,False,NOT,33,3,1,VA,Wythe,51197
71,FEMALE,False,NOT,43,1,1,VA,Fauquier,51061
52,FEMALE,False,NOT,41,5,0,MD,Montgomery,24031
30,MALE,False,NOT,16,12,0,VA,Tazewell,51185
13,FEMALE,True,MS,42,1,1,VA,Frederick,51069
35,MALE,False,NOT,33,2,1,VA,Manassas,51683
57,MALE,False,NOT,53,6,1,VA,Wythe,51197
33,FEMALE,False,NOT,51,15,0,VA,Roanoke,51161
48,MALE,False,NOT,39,7,1,VA,Goochland,51075
50,FEMALE,False,NOT,95,15,1,VA,Wythe,51197
44,MALE,False,NOT,32,3,1,VA,Washington,51191
37,MALE,False,NOT,9,14,1,VA,Newport News,51700
42,FEMALE,False,NOT,61,4,1,VA,Norfolk,51710
25,MALE,False,NOT,9,4,1,VA,Virginia Beach,51810
37,FEMALE,False,NOT,27,4,1,VA,Fauquier,51061
15,MALE,True,HS,26,8,1,VA,Charlottesville,51540
71,MALE,False,NOT,24,2,0,VA,Washington,51191
27,FEMALE,False,NOT,4,5,0,VA,Chesapeake,51550
64,MALE,False,NOT,21,22,0,VA,Charlottesville,51540
80,FEMALE,False,NOT,79,4,0,VA,Norfolk,51710
72,FEMALE,False,NOT,20,5,1,VA,Hampton,51650
18,FEMALE,True,HS,1,14,0,VA,Chesapeake,51550
32,FEMALE,False,NOT,24,5,1,VA,Chesterfield,51041
34,FEMALE,False,NOT,41,10,1,VA,Hampton,51650
40,FEMALE,False,NOT,27,1,1,VA,Fairfax,51059
68,FEMALE,False,NOT,16,7,1,VA,Pulaski,51155
32,FEMALE,False,NOT,8,9,1,NC,Forsyth,37067
38,FEMALE,False,NOT,15,8,1,VA,Hanover,51085
53,FEMALE,False,NOT,38,4,1,VA,Montgomery,51121
53,MALE,False,NOT,47,3,1,VA,Pulaski,51155
50,FEMALE,False,NOT,11,6,1,VA,Fauquier,51061
24,FEMALE,False,NOT,52,11,0,VA,Montgomery,51121
16,MALE,True,HS,29,3,1,NC,Wake,37183
29,FEMALE,False,NOT,32,4,0,VA,Virginia Beach,51810
53,FEMALE,False,NOT,35,6,1,VA,Lynchburg,51680
42,FEMALE,False,NOT,14,9,1,VA,Roanoke,51161
40,FEMALE,False,NOT,73,2,1,VA,Rockingham,51165
30,MALE,False,NOT,83,1,1,VA,Tazewell,51185
77,MALE,False,NOT,7,7,1,VA,Fauquier,51061
73,FEMALE,False,NOT,4,5,0,VA,Russell,51167
36,FEMALE,False,NOT,30,6,0,MD,Anne Arundel,24003
14,FEMALE,True,HS,10,1,0,VA,Albemarle,51003
90,FEMALE,False,NOT,39,6,1,VA,Wythe,51197
92,MALE,False,NOT,31,10,1,MD,Baltimore,24005
68,FEMALE,False,NOT,15,3,0,VA,Russell,51167
31,FEMALE,False,NOT,4,6,1,VA,Loudoun,51107
38,MALE,False,NOT,27,9,1,VA,Chesterfield,51041
57,MALE,False,NOT,2,20,1,VA,Mecklenburg,51117
34,MALE,False,NOT,46,4,1,VA,Roanoke,51161
46,FEMALE,False,NOT,8,5,1,VA,Charlottesville,51540
17,FEMALE,True,HS,26,6,1,VA,Falls Church,51610
61,MALE,False,NOT,7,5,0,MD,Howard,24027
54,FEMALE,False,NOT,21,5,0,VA,Alexandria,51510
35,FEMALE,False,NOT,4,1,1,VA,Frederick,51069
14,MALE,True,HS,85,6,1,VA,Russell,51167
27,MALE,False,NOT,26,6,0,VA,Albemarle,51003
18,FEMALE,True,HS,5,1,0,VA,Chesapeake,51550
56,FEMALE,False,NOT,10,1,0,VA,Pulaski,51155
36,MALE,False,NOT,10,1,1,VA,Albemarle,51003
58,FEMALE,False,NOT,40,10,1,VA,Tazewell,51185
10,FEMALE,True,ES,32,13,1,VA,Brunswick,51025
58,FEMALE,False,NOT,11,8,0,VA,Albemarle,51003
45,FEMALE,False,NOT,13,14,1,MD,Prince Georges,24033
51,FEMALE,False,NOT,18,3,0,VA,Fauquier,51061
21,MALE,True,CL,10,1,0,VA,Roanoke City,51770
37,FEMALE,False,NOT,10,11,0,VA,Wise,51195
35,FEMALE,False,NOT,25,3,1,VA,Montgomery,51121
57,FEMALE,False,NOT,44,2,1,VA,Wythe,51197
15,MALE,True,HS,17,14,1,VA,Powhatan,51145
17,FEMALE,True,HS,13,4,0,VA,Norfolk,51710
16,FEMALE,True,HS,26,13,0,VA,Rockingham,51165
14,MALE,True,HS,1,15,1,VA,Roanoke City,51770
15,FEMALE,True,HS,33,3,0,VA,Washington,51191
37,FEMALE,False,NOT,69,9,1,VA,Chesapeake,51550
43,FEMALE,False,NOT,23,10,1,VA,Virginia Beach,51810
14,MALE,True,HS,14,12,1,VA,Wythe,51197
37,MALE,False,NOT,16,4,1,MD,Baltimore,24005
44,MALE,False,NOT,9,1,0,MD,Montgomery,24031
58,FEMALE,False,NOT,22,6,1,VA,Lynchburg,51680
7,FEMALE,True,ES,58,4,0,VA,Frederick,51069
45,MALE,False,NOT,25,10,1,VA,Montgomery,51121
44,MALE,False,NOT,23,8,1,VA,Newport News,51700
38,FEMALE,False,NOT,29,16,1,VA,Pittsylvania,51143
23,MALE,False,CL,22,7,0,VA,Alexandria,51510
15,MALE,True,HS,15,3,0,VA,Portsmouth,51740
11,FEMALE,True,MS,43,10,0,VA,Norfolk,51710
54,MALE,False,NOT,11,3,0,VA,Prince William,51153
13,FEMALE,True,MS,33,8,1,VA,Tazewell,51185
15,FEMALE,True,HS,11,1,0,VA,Augusta,51015
41,MALE,False,NOT,11,4,1,VA,Powhatan,51145
5,MALE,True,ES,1,11,0,MD,Anne Arundel,24003
50,FEMALE,False,NOT,14,8,1,VA,Wythe,51197
27,MALE,False,NOT,13,3,0,VA,Mecklenburg,51117
54,MALE,False,NOT,24,6,0,VA,Wythe,51197
23,MALE,False,CL,35,4,1,VA,Roanoke,51161
34,MALE,False,NOT,41,10,0,VA,Fauquier,51061
46,MALE,False,NOT,29,7,1,VA,Goochland,51075
68,MALE,False,NOT,24,1,0,VA,Roanoke City,51770
26,FEMALE,False,NOT,49,11,1,VA,Augusta,51015
22,FEMALE,True,CL,19,17,0,VA,Pulaski,51155
16,FEMALE,True,HS,2,4,1,VA,Hampton,51650
37,MALE,False,NOT,13,3,1,VA,Washington,51191
57,MALE,False,NOT,20,1,0,VA,Halifax,51083
52,FEMALE,False,NOT,15,4,0,VA,Chesterfield,51041
55,MALE,False,NOT,2,1,1,VA,Hanover,51085
59,FEMALE,False,NOT,44,11,1,VA,Halifax,51083
25,FEMALE,False,NOT,11,9,1,VA,Newport News,51700
2,MALE,True,NOT,14,2,1,VA,Newport News,51700
25,MALE,False,NOT,27,2,0,VA,Rockingham,51165
56,MALE,False,NOT,29,8,1,VA,Rockingham,51165
18,MALE,True,HS,8,1,0,VA,Albemarle,51003
55,MALE,False,NOT,6,17,1,VA,Falls Church,51610
36,MALE,False,NOT,3,1,1,NC,Forsyth,37067
39,MALE,False,NOT,40,8,1,VA,Pittsylvania,51143
55,MALE,False,NOT,29,3,1,VA,Campbell,51031
28,MALE,False,NOT,17,5,0,VA,Portsmouth,51740
69,MALE,False,NOT,2,7,1,VA,Loudoun,51107
40,FEMALE,False,NOT,21,1,0,NC,Forsyth,37067
75,MALE,False,NOT,88,7,1,VA,Pittsylvania,51143
40,FEMALE,False,NOT,18,1,0,VA,Virginia Beach,51810
26,FEMALE,False,NOT,20,3,0,VA,Montgomery,51121
57,FEMALE,False,NOT,18,12,0,VA,Mecklenburg,51117
41,MALE,False,NOT,7,11,0,VA,Rockingham,51165
12,FEMALE,True,MS,1,1,0,VA,Newport News,51700
72,FEMALE,False,NOT,39,3,1,VA,Virginia Beach,51810
45,MALE,False,NOT,12,1,0,VA,Augusta,51015
69,MALE,False,NOT,4,8,1,VA,Augusta,51015
42,MALE,False,NOT,19,25,0,VA,Augusta,51015
20,MALE,True,CL,50,15,0,VA,Brunswick,51025
45,MALE,False,NOT,11,6,0,VA,Wise,51195
48,MALE,False,NOT,3,5,1,VA,Washington,51191
24,FEMALE,False,NOT,83,3,1,VA,Frederick,51069
29,FEMALE,False,NOT,21,1,0,VA,Hanover,51085
36,FEMALE,False,NOT,40,5,0,VA,Charlottesville,51540
70,MALE,False,NOT,50,5,0,VA,Albemarle,51003
7,FEMALE,True,ES,4,13,0,VA,Newport News,51700
33,MALE,False,NOT,10,2,1,VA,Manassas,51683
63,MALE,False,NOT,23,6,0,MD,Baltimore,24005
13,MALE,True,MS,15,8,0,VA,Henrico,51087
94,FEMALE,False,NOT,9,6,1,MD,Baltimore,24005
58,FEMALE,False,NOT,32,3,0,VA,Halifax,51083
16,MALE,True,HS,31,13,1,VA,Fauquier,51061
39,FEMALE,False,NOT,30,15,1,VA,Alexandria,51510
23,FEMALE,False,CL,25,6,1,VA,Pittsylvania,51143
23,FEMALE,False,CL,31,9,1,VA,Norfolk,51710
41,FEMALE,False,NOT,47,2,1,VA,Fairfax,51059
5,MALE,True,ES,13,4,0,VA,Albemarle,51003
7,MALE,True,ES,67,7,0,VA,Norfolk,51710
42,FEMALE,False,NOT,13,11,1,VA,Augusta,51015
29,FEMALE,False,NOT,24,10,1,VA,Norfolk,51710
45,MALE,False,NOT,19,3,1,VA,Alexandria,51510
39,MALE,False,NOT,6,4,1,VA,Richmond City,51760
21,FEMALE,True,CL,86,7,1,VA,Henrico,51087
50,MALE,False,NOT,27,23,1,VA,Newport News,51700
43,FEMALE,False,NOT,25,8,1,VA,Fairfax,51059
88,FEMALE,False,NOT,37,4,1,VA,Prince William,51153
27,MALE,False,NOT,64,4,0,MD,Prince Georges,24033
16,MALE,True,HS,21,7,0,VA,Brunswick,51025
58,FEMALE,False,NOT,13,7,1,VA,Prince William,51153
36,FEMALE,False,NOT,16,4,1,VA,Falls Church,51610
19,MALE,True,CL,65,8,0,VA,Pittsylvania,51143
42,FEMALE,False,NOT,55,7,1,VA,Frederick,51069
45,FEMALE,False,NOT,89,1,0,VA,Goochland,51075
38,FEMALE,False,NOT,10,5,0,VA,Hanover,51085
49,FEMALE,False,NOT,21,19,1,VA,Alexandria,51510
25,FEMALE,False,NOT,19,1,0,VA,Wythe,51197
59,MALE,False,NOT,136,1,1,VA,Mecklenburg,51117
47,FEMALE,False,NOT,53,2,1,VA,Halifax,51083
15,FEMALE,True,HS,21,8,1,VA,Fairfax,51059
50,FEMALE,False,NOT,62,2,1,VA,Charlottesville,51540
28,MALE,False,NOT,19,4,1,VA,Roanoke City,51770
91,MALE,False,NOT,6,1,1,VA,Goochland,51075
27,MALE,False,NOT,29,2,1,VA,Manassas,51683
17,MALE,True,HS,13,3,0,VA,Charlottesville,51540
24,MALE,False,NOT,7,4,0,VA,Virginia Beach,51810
35,MALE,False,NOT,8,6,1,VA,Frederick,51069
31,FEMALE,False,NOT,57,3,1,VA,Hanover,51085
49,FEMALE,False,NOT,130,8,1,VA,Russell,51167
12,FEMALE,True,MS,13,16,0,VA,Augusta,51015
19,MALE,True,CL,48,2,1,VA,Prince William,51153
38,MALE,False,NOT,29,5,0,VA,Pittsylvania,51143
12,MALE,True,MS,4,20,1,VA,Falls Church,51610
56,MALE,False,NOT,101,1,1,VA,Arlington,51013
20,MALE,True,CL,75,10,1,VA,Tazewell,51185
30,MALE,False,NOT,24,7,1,VA,Pittsylvania,51143
13,FEMALE,True,MS,27,1,0,VA,Roanoke City,51770
11,MALE,True,MS,45,7,1,VA,Tazewell,51185
65,FEMALE,False,NOT,199,7,1,VA,Manassas,51683
31,MALE,False,NOT,35,18,0,VA,Halifax,51083
20,MALE,True,CL,51,8,1,VA,Wise,51195
56,MALE,False,NOT,4,5,0,NC,Forsyth,37067
86,FEMALE,False,NOT,71,12,1,VA,Russell,51167
32,FEMALE,False,NOT,21,16,0,VA,Roanoke,51161
58,FEMALE,False,NOT,62,4,1,VA,Chesterfield,51041
60,FEMALE,False,NOT,53,5,0,NC,Guilford,37081
45,MALE,False,NOT,11,25,0,VA,Roanoke City,51770
32,FEMALE,False,NOT,21,4,0,VA,Virginia Beach,51810
78,FEMALE,False,NOT,18,14,1,VA,Halifax,51083
16,MALE,True,HS,12,1,0,VA,Virginia Beach,51810
69,MALE,False,NOT,9,8,1,VA,Brunswick,51025
30,MALE,False,NOT,40,11,1,VA,Pittsylvania,51143
27,FEMALE,False,NOT,10,5,0,VA,Albemarle,51003
12,FEMALE,True,MS,8,3,0,VA,Bedford,51019
31,FEMALE,False,NOT,24,10,0,VA,Norfolk,51710
17,MALE,True,HS,13,2,0,VA,Frederick,51069
62,MALE,False,NOT,20,4,1,VA,Manassas,51683
45,MALE,False,NOT,24,13,0,VA,Hanover,51085
49,MALE,False,NOT,65,3,1,VA,Halifax,51083
28,FEMALE,False,NOT,17,19,1,VA,Manassas,51683
56,MALE,False,NOT,69,2,1,VA,Goochland,51075
19,MALE,True,CL,43,7,0,VA,Norfolk,51710
25,MALE,False,NOT,54,15,0,VA,Loudoun,51107
22,MALE,True,CL,1,1,0,VA,Virginia Beach,51810
51,FEMALE,False,NOT,24,3,1,VA,Loudoun,51107
23,MALE,False,CL,19,7,1,VA,Pulaski,51155
51,MALE,False,NOT,15,2,0,NC,Durham,37063
3,FEMALE,True,NOT,34,7,1,VA,Roanoke,51161
76,MALE,False,NOT,27,3,0,VA,Hampton,51650
30,FEMALE,False,NOT,86,4,1,VA,Hanover,51085
55,MALE,False,NOT,54,6,0,VA,Frederick,51069
3,MALE,True,NOT,17,6,0,VA,Arlington,51013
7,FEMALE,True,ES,13,2,0,VA,Portsmouth,51740
76,MALE,False,NOT,7,2,1,VA,Lynchburg,51680
16,FEMALE,True,HS,51,9,1,VA,Charlottesville,51540
47,MALE,False,NOT,46,3,1,VA,Wise,51195
62,FEMALE,False,NOT,71,8,1,MD,Prince Georges,24033
18,FEMALE,True,HS,24,9,0,VA,Halifax,51083
69,FEMALE,False,NOT,54,3,0,MD,Baltimore,24005
44,FEMALE,False,NOT,44,1,1,VA,Pulaski,51155
54,MALE,False,NOT,22,10,1,MD,Baltimore,24005
30,FEMALE,False,NOT,28,7,1,VA,Fauquier,51061
17,MALE,True,HS,5,4,0,VA,Augusta,51015
52,MALE,False,NOT,103,25,1,VA,Campbell,51031
60,MALE,False,NOT,26,17,1,MD,Baltimore,24005
47,MALE,False,NOT,15,7,0,VA,Roanoke City,51770
76,FEMALE,False,NOT,5,10,0,VA,Fauquier,51061
57,FEMALE,False,NOT,84,3,0,VA,Brunswick,51025
74,MALE,False,NOT,18,3,0,VA,Tazewell,51185
77,FEMALE,False,NOT,7,3,0,VA,Virginia Beach,51810
62,FEMALE,False,NOT,27,1,1,VA,Henrico,51087
50,MALE,False,NOT,35,1,1,VA,Russell,51167
16,MALE,True,HS,56,2,1,MD,Howard,24027
87,MALE,False,NOT,2,3,0,VA,Mecklenburg,51117
22,FEMALE,True,CL,12,2,0,VA,Powhatan,51145
34,MALE,False,NOT,26,4,1,NC,Forsyth,37067
23,FEMALE,False,CL,33,6,0,VA,Charlottesville,51540
36,MALE,False,NOT,36,17,1,VA,Powhatan,51145
17,FEMALE,True,HS,15,2,0,VA,Prince William,51153
48,FEMALE,False,NOT,10,8,0,MD,Baltimore,24005
34,FEMALE,False,NOT,4,9,1,VA,Wise,51195
42,MALE,False,NOT,30,3,1,VA,Bedford,51019
55,MALE,False,NOT,6,7,1,VA,Chesapeake,51550
8,FEMALE,True,ES,19,8,0,VA,Goochland,51075
52,MALE,False,NOT,8,15,1,VA,Powhatan,51145
28,FEMALE,False,NOT,19,8,0,VA,Portsmouth,51740
31,FEMALE,False,NOT,22,10,1,VA,Montgomery,51121
39,FEMALE,False,NOT,35,5,0,VA,Prince William,51153
20,FEMALE,True,CL,4,10,0,VA,Chesapeake,51550
39,FEMALE,False,NOT,39,7,1,VA,Albemarle,51003
45,FEMALE,False,NOT,41,13,1,VA,Fairfax,51059
44,FEMALE,False,NOT,8,5,0,VA,Chesapeake,51550
26,FEMALE,False,NOT,8,8,0,VA,Hampton,51650
30,MALE,False,NOT,13,10,1,VA,Pulaski,51155
6,MALE,True,ES,69,1,0,VA,Frederick,51069
18,MALE,True,HS,3,1,0,VA,Newport News,51700
11,FEMALE,True,MS,38,2,0,VA,Powhatan,51145
55,MALE,False,NOT,30,2,1,NC,Forsyth,37067
23,FEMALE,False,CL,75,2,0,VA,Tazewell,51185
39,FEMALE,False,NOT,44,5,0,NC,Forsyth,37067
38,MALE,False,NOT,53,14,1,VA,Roanoke,51161
31,FEMALE,False,NOT,13,13,1,VA,Washington,51191
16,MALE,True,HS,16,11,0,VA,Portsmouth,51740
29,MALE,False,NOT,6,10,1,VA,Norfolk,51710
64,MALE,False,NOT,43,1,1,VA,Falls Church,51610
55,FEMALE,False,NOT,3,12,1,VA,Augusta,51015
68,MALE,False,NOT,21,4,1,VA,Roanoke City,51770
73,FEMALE,False,NOT,77,7,1,MD,Montgomery,24031
33,FEMALE,False,NOT,45,10,1,NC,Durham,37063
64,FEMALE,False,NOT,33,8,1,VA,Washington,51191
29,FEMALE,False,NOT,14,7,0,NC,Forsyth,37067
41,FEMALE,False,NOT,50,8,1,VA,Albemarle,51003
37,FEMALE,False,NOT,11,1,0,VA,Powhatan,51145
51,MALE,False,NOT,37,7,1,VA,Manassas,51683
63,MALE,False,NOT,55,2,0,VA,Chesterfield,51041
35,FEMALE,False,NOT,10,7,1,VA,Hanover,51085
39,MALE,False,NOT,25,6,1,NC,Forsyth,37067
33,FEMALE,False,NOT,24,5,1,VA,Fairfax,51059
39,MALE,False,NOT,40,9,1,VA,Powhatan,51145
43,MALE,False,NOT,9,18,1,VA,Richmond City,51760
50,MALE,False,NOT,30,3,0,VA,Albemarle,51003
20,MALE,True,CL,19,3,0,VA,Chesterfield,51041
22,FEMALE,True,CL,57,6,0,VA,Fairfax,51059
60,MALE,False,NOT,34,1,0,VA,Virginia Beach,51810
44,MALE,False,NOT,36,5,0,VA,Henrico,51087
31,FEMALE,False,NOT,32,7,1,VA,Montgomery,51121
